Image_ID,Scene_Type,Objects_Detected,Bounding_Boxes,Text_Extracted,Confidence_Score
IMG_1658,Assault / Violence,person,1 regions detected,,0.6
IMG_1659,Assault / Violence,"chair, person, couch",4 regions detected,,0.865
IMG_1660,Unknown,fire (color-based),color analysis,,0.41
IMG_1661,Unknown,bench,2 regions detected,,0.625
IMG_1662,Unknown,fire (color-based),color analysis,,0.02
IMG_1663,Unknown,fire (color-based),color analysis,,0.35
IMG_1664,Unknown,airplane,1 regions detected,,0.258
IMG_1665,Unknown,fire (color-based),color analysis,,0.37
IMG_1666,Assault / Violence,"airplane, knife",2 regions detected,,0.485
IMG_1667,Unknown,fire (color-based),color analysis,,0.29
IMG_1668,Assault / Violence,"refrigerator, person",2 regions detected,,0.302
IMG_1669,Unknown,fire (color-based),color analysis,,0.08
IMG_1670,Unknown,refrigerator,1 regions detected,,0.383
IMG_1671,Fire Scene,fire (color-based),color analysis,,0.54
IMG_1672,Assault / Violence,"dining table, person, couch, tv, chair",6 regions detected,,0.858
IMG_1673,Unknown,fire (color-based),color analysis,,0.5
IMG_1674,Unknown,fire (color-based),color analysis,,0.08
IMG_1675,Assault / Violence,"train, chair, person",4 regions detected,,0.674
IMG_1676,Assault / Violence,person,1 regions detected,,0.511
IMG_1677,Assault / Violence,person,1 regions detected,,0.305
IMG_1678,Assault / Violence,"dining table, person, couch, bench, tv, chair",8 regions detected,,0.856
IMG_1679,Assault / Violence,"chair, bench, person",3 regions detected,,0.629
IMG_1680,Unknown,fire (color-based),color analysis,,0.25
IMG_1681,Fire Scene,tie,1 regions detected,,0.261
IMG_1682,Unknown,refrigerator,1 regions detected,,0.317
IMG_1683,Unknown,chair,2 regions detected,,0.581
IMG_1684,Fire Scene,fire (color-based),color analysis,,0.61
IMG_1685,Assault / Violence,"chair, bench, person",4 regions detected,,0.7
IMG_1686,Unknown,"refrigerator, surfboard",2 regions detected,,0.447
IMG_1687,Assault / Violence,"chair, dining table, person, couch",5 regions detected,,0.862
IMG_1688,Unknown,fire (color-based),color analysis,,0.06
IMG_1689,Unknown,"chair, bench",4 regions detected,,0.646
IMG_1690,Unknown,fire (color-based),color analysis,,0.4
IMG_1691,Assault / Violence,person,1 regions detected,,0.284
IMG_1692,Unknown,fire (color-based),color analysis,,0.2
IMG_1693,Unknown,bench,1 regions detected,,0.27
IMG_1694,Assault / Violence,"chair, dining table, person, couch",5 regions detected,,0.85
IMG_1695,Unknown,fire (color-based),color analysis,,0.12
IMG_1696,Unknown,fire (color-based),color analysis,,0.49
IMG_1697,Unknown,fire (color-based),color analysis,,0.37
IMG_1698,Fire Scene,tv,1 regions detected,,0.266
IMG_1699,Unknown,bench,2 regions detected,,0.752
IMG_1700,Unknown,fire (color-based),color analysis,,0.37
IMG_1701,Unknown,fire (color-based),color analysis,,0.01
IMG_1702,Unknown,fire (color-based),color analysis,,0.02
IMG_1703,Assault / Violence,person,1 regions detected,,0.256
IMG_1704,Unknown,fire (color-based),color analysis,,0.03
IMG_1705,Unknown,book,2 regions detected,,0.35
IMG_1706,Assault / Violence,knife,1 regions detected,,0.311
IMG_1707,Unknown,fire (color-based),color analysis,,0.02
IMG_1708,Unknown,book,2 regions detected,,0.319
IMG_1709,Unknown,fire (color-based),color analysis,,0.02
IMG_1710,Unknown,fire (color-based),color analysis,,0.38
IMG_1711,Fire Scene,bench,3 regions detected,,0.825
IMG_1712,Fire Scene,fire (color-based),color analysis,,0.54
IMG_1713,Unknown,"umbrella, tie",4 regions detected,,0.505
IMG_1714,Unknown,fire (color-based),color analysis,,0.3
IMG_1715,Unknown,fire (color-based),color analysis,,0.43
IMG_1716,Fire Scene,fire (color-based),color analysis,,0.62
IMG_1717,Assault / Violence,"dining table, person, couch, bench, chair",7 regions detected,,0.855
IMG_1718,Assault / Violence,person,1 regions detected,,0.432
IMG_1719,Fire Scene,fire (color-based),color analysis,,0.7
IMG_1720,Assault / Violence,"bench, person",3 regions detected,,0.711
IMG_1721,Assault / Violence,"chair, dining table, person, couch",6 regions detected,,0.855
IMG_1722,Unknown,fire (color-based),color analysis,,0.41
IMG_1723,Unknown,fire (color-based),color analysis,,0.24
IMG_1724,Unknown,fire (color-based),color analysis,,0.18
IMG_1725,Assault / Violence,"chair, bench, person",3 regions detected,,0.477
IMG_1726,Assault / Violence,"tie, knife",2 regions detected,,0.558
IMG_1727,Assault / Violence,knife,1 regions detected,,0.456
IMG_1728,Unknown,"tie, vase",2 regions detected,,0.479
IMG_1729,Unknown,fire (color-based),color analysis,,0.31
IMG_1730,Assault / Violence,person,1 regions detected,,0.485
IMG_1731,Fire Scene,fire (color-based),color analysis,,0.53
IMG_1732,Assault / Violence,"chair, dining table, person, couch",5 regions detected,,0.853
IMG_1733,Unknown,tie,1 regions detected,,0.431
IMG_1734,Assault / Violence,"tie, knife",2 regions detected,,0.81
IMG_1735,Assault / Violence,"chair, dining table, person",4 regions detected,,0.627
IMG_1736,Unknown,"bench, tv",3 regions detected,,0.407
IMG_1737,Assault / Violence,"chair, dining table, person, couch",5 regions detected,,0.843
IMG_1738,Unknown,fire (color-based),color analysis,,0.11
IMG_1739,Unknown,fire (color-based),color analysis,,0.26
IMG_1740,Unknown,fire (color-based),color analysis,,0.42
IMG_1741,Unknown,bench,2 regions detected,,0.629
IMG_1742,Assault / Violence,"bench, refrigerator, person",3 regions detected,,0.355
IMG_1743,Fire Scene,"umbrella, book",2 regions detected,,0.38
IMG_1744,Fire Scene,refrigerator,1 regions detected,,0.414
IMG_1745,Unknown,airplane,1 regions detected,,0.327
IMG_1746,Fire Scene,fire (color-based),color analysis,,0.8
IMG_1747,Assault / Violence,"chair, dining table, person, couch",6 regions detected,,0.84
IMG_1748,Assault / Violence,"tie, knife",2 regions detected,,0.384
IMG_1749,Assault / Violence,"tie, knife",2 regions detected,,0.463
IMG_1750,Unknown,tie,1 regions detected,,0.464
IMG_1751,Unknown,fire (color-based),color analysis,,0.15
IMG_1752,Assault / Violence,"dining table, bench, person",3 regions detected,,0.731
IMG_1753,Unknown,airplane,1 regions detected,,0.315
IMG_1754,Assault / Violence,"chair, person",3 regions detected,,0.768
IMG_1755,Fire Scene,train,1 regions detected,,0.369
IMG_1756,Unknown,airplane,1 regions detected,,0.308
IMG_1757,Assault / Violence,knife,1 regions detected,,0.415
IMG_1758,Fire Scene,fire (color-based),color analysis,,0.65
IMG_1759,Unknown,fire (color-based),color analysis,,0.25
IMG_1760,Assault / Violence,"airplane, knife",2 regions detected,,0.288
IMG_1761,Assault / Violence,"chair, person, sink",4 regions detected,,0.692
IMG_1762,Fire Scene,surfboard,1 regions detected,,0.286
IMG_1763,Assault / Violence,"chair, dining table, person, couch",5 regions detected,,0.832
IMG_1764,Unknown,fire (color-based),color analysis,,0.24
IMG_1765,Assault / Violence,knife,1 regions detected,,0.489
IMG_1766,Assault / Violence,"chair, person",3 regions detected,,0.691
IMG_1767,Fire Scene,airplane,1 regions detected,,0.251
IMG_1768,Assault / Violence,person,1 regions detected,,0.559
IMG_1769,Assault / Violence,person,1 regions detected,,0.372
IMG_1770,Unknown,fire (color-based),color analysis,,0.41
IMG_1771,Assault / Violence,"chair, tv, person, couch",5 regions detected,,0.816
IMG_1772,Assault / Violence,knife,1 regions detected,,0.307
IMG_1773,Unknown,tie,1 regions detected,,0.662
IMG_1774,Fire Scene,tie,1 regions detected,,0.346
IMG_1775,Unknown,fire (color-based),color analysis,,0.36
IMG_1776,Unknown,fire (color-based),color analysis,,0.35
IMG_1777,Fire Scene,fire (color-based),color analysis,,0.5
IMG_1778,Unknown,fire (color-based),color analysis,,0.0
IMG_1779,Unknown,"airplane, tie, toilet",3 regions detected,,0.38
IMG_1780,Assault / Violence,"airplane, knife",2 regions detected,,0.522
IMG_1781,Assault / Violence,"chair, tv, person, couch",5 regions detected,,0.799
IMG_1782,Unknown,scissors,1 regions detected,,0.265
IMG_1783,Fire Scene,fire (color-based),color analysis,,0.66
IMG_1784,Assault / Violence,knife,1 regions detected,,0.473
IMG_1785,Assault / Violence,"chair, person, couch",4 regions detected,,0.776
IMG_1786,Unknown,"airplane, refrigerator",2 regions detected,,0.469
IMG_1787,Fire Scene,airplane,2 regions detected,,0.299
IMG_1788,Unknown,fire (color-based),color analysis,,0.25
IMG_1789,Assault / Violence,person,1 regions detected,,0.586
IMG_1790,Unknown,bench,1 regions detected,,0.43
IMG_1791,Fire Scene,"airplane, bench, toilet",3 regions detected,,0.329
IMG_1792,Unknown,airplane,1 regions detected,,0.338
IMG_1793,Unknown,fire (color-based),color analysis,,0.02
IMG_1794,Fire Scene,fire (color-based),color analysis,,0.97
IMG_1795,Unknown,fire (color-based),color analysis,,0.36
IMG_1796,Assault / Violence,"chair, tv, person, couch",5 regions detected,,0.824
IMG_1797,Fire Scene,bottle,1 regions detected,,0.279
IMG_1798,Unknown,tie,1 regions detected,,0.723
IMG_1799,Assault / Violence,"bench, person",3 regions detected,,0.647
IMG_1800,Assault / Violence,"chair, tv, person, couch",5 regions detected,,0.819
IMG_1801,Unknown,fire (color-based),color analysis,,0.09
IMG_1802,Unknown,fire (color-based),color analysis,,0.15
IMG_1803,Unknown,fire (color-based),color analysis,,0.39
IMG_1804,Unknown,bench,2 regions detected,,0.391
IMG_1805,Unknown,fire (color-based),color analysis,,0.38
IMG_1806,Assault / Violence,knife,1 regions detected,,0.367
IMG_1807,Fire Scene,train,1 regions detected,,0.271
IMG_1808,Fire Scene,fire (color-based),color analysis,,0.86
IMG_1809,Assault / Violence,"chair, person, couch",4 regions detected,,0.81
IMG_1810,Unknown,fire (color-based),color analysis,,0.37
IMG_1811,Fire Scene,toothbrush,1 regions detected,,0.325
IMG_1812,Fire Scene,"bench, tie",3 regions detected,,0.514
IMG_1813,Fire Scene,fire (color-based),color analysis,,0.56
IMG_1814,Unknown,fire (color-based),color analysis,,0.39
IMG_1815,Unknown,fire (color-based),color analysis,,0.07
IMG_1816,Fire Scene,"tie, refrigerator",2 regions detected,,0.306
IMG_1817,Unknown,tie,1 regions detected,,0.7
IMG_1818,Unknown,fire (color-based),color analysis,,0.45
IMG_1819,Assault / Violence,"chair, person, couch",4 regions detected,,0.795
IMG_1820,Assault / Violence,"tie, knife",2 regions detected,,0.425
IMG_1821,Assault / Violence,knife,1 regions detected,,0.408
IMG_1822,Unknown,fire (color-based),color analysis,,0.29
IMG_1823,Unknown,tie,1 regions detected,,0.422
IMG_1824,Fire Scene,fire (color-based),color analysis,,0.68
IMG_1825,Unknown,fire (color-based),color analysis,,0.38
IMG_1826,Fire Scene,fork,1 regions detected,,0.27
IMG_1827,Assault / Violence,knife,1 regions detected,,0.352
IMG_1828,Fire Scene,fire (color-based),color analysis,,0.9
IMG_1829,Unknown,airplane,1 regions detected,,0.353
IMG_1830,Unknown,fire (color-based),color analysis,,0.47
IMG_1831,Assault / Violence,"dining table, person, couch, cup, chair",7 regions detected,,0.838
IMG_1832,Fire Scene,fire (color-based),color analysis,,0.76
IMG_1833,Fire Scene,"airplane, tie",4 regions detected,,0.356
IMG_1834,Unknown,fire (color-based),color analysis,,0.06
IMG_1835,Unknown,fire (color-based),color analysis,,0.45
IMG_1836,Unknown,refrigerator,1 regions detected,,0.337
IMG_1837,Unknown,fire (color-based),color analysis,,0.27
IMG_1838,Unknown,"carrot, pizza, tie",3 regions detected,,0.418
IMG_1839,Unknown,fire (color-based),color analysis,,0.25
IMG_1840,Fire Scene,oven,1 regions detected,,0.473
IMG_1841,Unknown,"pizza, oven",2 regions detected,,0.496
IMG_1842,Unknown,fire (color-based),color analysis,,0.37
IMG_1843,Unknown,fire (color-based),color analysis,,0.35
IMG_1844,Unknown,pizza,1 regions detected,,0.356
IMG_1845,Assault / Violence,"bench, person",3 regions detected,,0.71
IMG_1846,Assault / Violence,person,1 regions detected,,0.393
IMG_1847,Assault / Violence,"chair, dining table, person, couch",5 regions detected,,0.859
IMG_1848,Assault / Violence,"chair, bench, person",3 regions detected,,0.598
IMG_1849,Unknown,fire (color-based),color analysis,,0.13
IMG_1850,Unknown,tie,1 regions detected,,0.47
IMG_1851,Fire Scene,fire (color-based),color analysis,,0.85
IMG_1852,Fire Scene,fire (color-based),color analysis,,0.65
IMG_1853,Unknown,fire (color-based),color analysis,,0.26
IMG_1854,Unknown,fire (color-based),color analysis,,0.46
IMG_1855,Assault / Violence,"chair, person, sink",3 regions detected,,0.721
IMG_1856,Assault / Violence,"chair, person, couch",4 regions detected,,0.855
IMG_1857,Assault / Violence,person,1 regions detected,,0.392
IMG_1858,Unknown,fire (color-based),color analysis,,0.39
IMG_1859,Unknown,"tv, toilet",2 regions detected,,0.365
IMG_1860,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1861,Assault / Violence,knife,1 regions detected,,0.274
IMG_1862,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1863,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1864,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1865,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1866,Fire Scene,fire (color-based),color analysis,,0.9
IMG_1867,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1868,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1869,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1870,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1871,Assault / Violence,"pizza, knife",3 regions detected,,0.761
IMG_1872,Fire Scene,pizza,1 regions detected,,0.548
IMG_1873,Assault / Violence,"pizza, knife",2 regions detected,,0.813
IMG_1874,Fire Scene,pizza,1 regions detected,,0.577
IMG_1875,Fire Scene,pizza,1 regions detected,,0.609
IMG_1876,Fire Scene,pizza,1 regions detected,,0.914
IMG_1877,Fire Scene,pizza,1 regions detected,,0.532
IMG_1878,Unknown,fire (color-based),color analysis,,0.33
IMG_1879,Unknown,fire (color-based),color analysis,,0.14
IMG_1880,Assault / Violence,"person, donut",3 regions detected,,0.657
IMG_1881,Assault / Violence,person,1 regions detected,,0.347
IMG_1882,Unknown,fire (color-based),color analysis,,0.27
IMG_1883,Assault / Violence,person,1 regions detected,,0.353
IMG_1884,Unknown,tv,1 regions detected,,0.261
IMG_1885,Unknown,fire (color-based),color analysis,,0.26
IMG_1886,Unknown,fire (color-based),color analysis,,0.12
IMG_1887,Unknown,fire (color-based),color analysis,,0.02
IMG_1888,Unknown,fire (color-based),color analysis,,0.01
IMG_1889,Unknown,fire (color-based),color analysis,,0.16
IMG_1890,Unknown,fire (color-based),color analysis,,0.08
IMG_1891,Assault / Violence,"dining table, person, donut",4 regions detected,,0.728
IMG_1892,Unknown,fire (color-based),color analysis,,0.1
IMG_1893,Assault / Violence,person,1 regions detected,,0.354
IMG_1894,Unknown,fire (color-based),color analysis,,0.43
IMG_1895,Unknown,fire (color-based),color analysis,,0.35
IMG_1896,Unknown,fire (color-based),color analysis,,0.1
IMG_1897,Unknown,fire (color-based),color analysis,,0.15
IMG_1898,Unknown,oven,1 regions detected,,0.636
IMG_1899,Unknown,fire (color-based),color analysis,,0.34
IMG_1900,Assault / Violence,"dining table, person, donut",4 regions detected,,0.726
IMG_1901,Unknown,fire (color-based),color analysis,,0.35
IMG_1902,Unknown,fire (color-based),color analysis,,0.11
IMG_1903,Assault / Violence,person,1 regions detected,,0.469
IMG_1904,Unknown,fire (color-based),color analysis,,0.09
IMG_1905,Unknown,fire (color-based),color analysis,,0.26
IMG_1906,Assault / Violence,"person, donut",3 regions detected,,0.671
IMG_1907,Unknown,fire (color-based),color analysis,,0.09
IMG_1908,Unknown,fire (color-based),color analysis,,0.46
IMG_1909,Unknown,fire (color-based),color analysis,,0.25
IMG_1910,Unknown,fire (color-based),color analysis,,0.21
IMG_1911,Assault / Violence,"tv, person",2 regions detected,,0.544
IMG_1912,Unknown,fire (color-based),color analysis,,0.03
IMG_1913,Unknown,fire (color-based),color analysis,,0.26
IMG_1914,Unknown,fire (color-based),color analysis,,0.49
IMG_1915,Unknown,oven,1 regions detected,,0.257
IMG_1916,Unknown,fire (color-based),color analysis,,0.38
IMG_1917,Unknown,fire (color-based),color analysis,,0.15
IMG_1918,Unknown,fire (color-based),color analysis,,0.34
IMG_1919,Assault / Violence,"person, donut",4 regions detected,,0.653
IMG_1920,Unknown,traffic light,1 regions detected,,0.357
IMG_1921,Unknown,fire (color-based),color analysis,,0.13
IMG_1922,Unknown,tie,1 regions detected,,0.323
IMG_1923,Assault / Violence,person,1 regions detected,,0.265
IMG_1924,Unknown,fire (color-based),color analysis,,0.29
IMG_1925,Unknown,fire (color-based),color analysis,,0.22
IMG_1926,Unknown,wine glass,1 regions detected,,0.282
IMG_1927,Unknown,fire (color-based),color analysis,,0.44
IMG_1928,Unknown,fire (color-based),color analysis,,0.36
IMG_1929,Unknown,fire (color-based),color analysis,,0.27
IMG_1930,Unknown,fire (color-based),color analysis,,0.13
IMG_1931,Assault / Violence,"dining table, person, donut",5 regions detected,,0.749
IMG_1932,Fire Scene,pizza,1 regions detected,,0.307
IMG_1933,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1934,Fire Scene,pizza,1 regions detected,,0.333
IMG_1935,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1936,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1937,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1938,Fire Scene,fire (color-based),color analysis,,0.99
IMG_1939,Assault / Violence,knife,1 regions detected,,0.462
IMG_1940,Fire Scene,pizza,1 regions detected,,0.485
IMG_1941,Unknown,fire (color-based),color analysis,,0.19
IMG_1942,Unknown,fire (color-based),color analysis,,0.32
IMG_1943,Assault / Violence,"person, donut",2 regions detected,,0.755
IMG_1944,Assault / Violence,knife,1 regions detected,,0.544
IMG_1945,Unknown,fire (color-based),color analysis,,0.35
IMG_1946,Unknown,fire (color-based),color analysis,,0.3
IMG_1947,Assault / Violence,"person, donut",3 regions detected,,0.811
IMG_1948,Unknown,fire (color-based),color analysis,,0.09
IMG_1949,Unknown,fire (color-based),color analysis,,0.35
IMG_1950,Assault / Violence,"dining table, bench, person, donut",6 regions detected,,0.768
IMG_1951,Fire Scene,fire (color-based),color analysis,,0.53
IMG_1952,Unknown,fire (color-based),color analysis,,0.14
IMG_1953,Unknown,"bench, cake",2 regions detected,,0.464
IMG_1954,Unknown,fire (color-based),color analysis,,0.35
IMG_1955,Unknown,fire (color-based),color analysis,,0.11
IMG_1956,Unknown,"bed, surfboard",2 regions detected,,0.324
IMG_1957,Unknown,fire (color-based),color analysis,,0.3
IMG_1958,Unknown,fire (color-based),color analysis,,0.42
IMG_1959,Unknown,fire (color-based),color analysis,,0.17
IMG_1960,Unknown,fire (color-based),color analysis,,0.44
IMG_1961,Unknown,fire (color-based),color analysis,,0.2
IMG_1962,Unknown,tie,3 regions detected,,0.526
IMG_1963,Unknown,fire (color-based),color analysis,,0.27
